,name,frequency
3301,祖宗,15
13417,刘景升,15
7033,自退,15
976,安有,15
7022,征西,15
1838,踌躇,15
7523,以备,15
10483,渡口,15
18349,搬运,15
9879,嫂嫂,15
405,因见,15
33831,殿下,15
10141,相投,15
1335,指挥,15
40477,北原,15
26557,钟繇,15
7853,马飞报,15
7424,明公,15
9704,同谋,15
7404,所到之处,15
6679,诛戮,15
15974,堂上,15
11888,疑虑,15
7554,此子,15
5141,家小,15
5813,之处,15
10532,以兵,15
17500,粮车,15
23792,蔡中,15
11030,马报,15
2511,来者,15
1217,望风,15
17270,权大喜,15
35926,南蛮,15
6552,母亲,15
428,八尺,15
4167,公路,15
6706,岂肯,15
7098,杀退,15
27851,杨修,15
5754,张温,15
10691,山川,15
6292,怒气,15
27423,牛马,15
3505,操以,15
7696,青龙刀,15
5340,之外,15
10166,神人,15
18204,吕翔,15
16073,巡哨,15
1186,京师,15
20066,孔明问,15
586,诉说,15
4235,不便,15
2173,樊稠,15
6826,抵当,15
35075,孙桓,15
2165,陆续,14
14545,愿闻,14
30138,君侯,14
11506,背反,14
45,分为,14
6178,唤入,14
8283,请入,14
3362,仰面,14
5876,殷勤,14
165,张角,14
31362,耿纪,14
9569,鸣金收军,14
3340,床上,14
3199,装载,14
18889,柳城,14
9566,暗暗,14
908,四门,14
11092,外人,14
5891,把盏,14
4176,操教,14
24780,赤壁,14
1137,山头,14
1814,宫门,14
4936,拔寨,14
2294,三公,14
5486,张虎,14
4953,固守,14
13246,不负,14
8382,引众,14
294,官军,14
39826,戴陵,14
7735,今幸,14
17407,筑起,14
33566,王上,14
6986,平地,14
26302,先引,14
4297,名将,14
7907,操然,14
2013,善言,14
17416,袁军,14
7914,不堪,14
3064,永安,14
850,见操,14
12360,而立,14
3264,奉命,14
2721,玉带,14
21298,军去,14
16664,九郡,14
11172,寨门,14
3322,一口,14
7324,勉强,14
30402,杨昂,14
29915,谯周,14
25273,桂阳,14
11647,未决,14
10397,兵势,14
17304,北方,14
7793,愕然,14
5583,出营,14
21289,孔明遂,14
2446,何往,14
36803,孟优,14
5174,阵中,14
4188,失惊,14
7842,竭力,14
271,下狱,14
12280,叫门,14
662,大刀,14
17884,高干,14
30625,催兵,14
10268,急来,14
678,三分,14
6261,满面,14
5867,预备,14
19569,元直,14
303,皇甫嵩,14
993,急止,14
14791,口中,14
6413,请问,14
10618,华佗,14
5677,灵柩,14
27841,巴西,14
3041,之谋,14
10324,地下,14
775,颍川,14
1386,正迎,14
8106,敌军,14
20112,自取,14
21713,孔明教,14
40042,栈道,14
29654,两川,14
5202,字子,14
8029,宋宪,14
522,齐声,14
254,民心,14
4260,中路,14
4008,华雄,14
13569,前往,14
7231,满宠,14
3840,旗帜,14
7662,来战,14
4022,袁绍处,14
8070,军出,14
3398,妻小,14
3639,切齿,14
18586,世子,14
9162,中国,14
16267,干柴,14
28334,涪城,14
23923,建业,14
3764,广陵,14
42439,孙峻,14
1623,张让,14
2422,观望,14
12428,引路,14
14359,糜夫人,14
1537,放入,14
35126,谷中,14
3008,之道,14
18622,厚葬,14
4755,放箭,14
12748,出征,14
7166,重地,14
7050,拦路,14
7167,操即,14
20297,山僻,14
8527,困乏,14
3,结义,14
5480,布阵,14
4059,追来,14
9130,约会,14
36544,阿会喃,14
12968,昼夜,14
36547,洞主,14
7120,人心,14
137,更衣,14
5473,退走,14
19560,凤雏,14
2237,骨肉,14
6169,告知,14
1519,自往,14
19059,曹植,14
28749,皖城,14
4704,回阵,14
6912,庆贺,14
20826,之法,14
6489,主上,14
6497,上策,14
34908,白帝城,14
2910,今为,14
4664,之时,14
1747,率众,14
1725,谋杀,14
9120,李乐,14
20940,水陆,14
5318,手中,14
796,一把,14
5245,不动,14
1093,不数合,14
10863,甚善,14
17175,临终,14
19704,申报,14
26030,乔国老,14
1502,诈称,14
4555,宫室,14
12454,正当,14
6418,不信,14
205,正月,14
27703,杨阜,14
10105,参谋,14
22133,隐隐,14
4099,伤感,14
9706,两人,14
6516,同心,14
7412,曹豹,14
1782,重任,14
3783,武将,14
4162,跟随,13
40597,郑文,13
3174,生死,13
5613,寻路,13
3278,掩面,13
15179,东北,13
2436,之弟,13
40598,秦朗,13
6821,从人,13
4665,一战,13
11104,太甚,13
3728,奉天,13
2814,大业,13
11940,必胜,13
12697,国贼,13
15474,之故,13
25423,陈应,13
4107,前日,13
13370,阴云,13
8732,方始,13
931,夺得,13
8035,臧霸,13
5268,田丰,13
5391,江中,13
9985,甚爱,13
7044,可使,13
979,天使,13
499,逃难,13
25421,赵范,13
767,十五万,13
14557,差矣,13
1544,径入,13
3495,甚喜,13
5178,一枪,13
8997,约定,13
10838,无忧,13
8907,放出,13
33980,贾逵,13
2684,焉敢,13
33275,喧天,13
3261,乘间,13
28484,杨怀,13
5121,诸君,13
11803,却教,13
6182,依言,13
1086,对敌,13
15162,愚意,13
13213,之人,13
7724,失信,13
231,已死,13
3257,王室,13
19902,拆封,13
9713,回书,13
10413,白虎,13
14130,登高,13
5395,可令,13
711,张飞引,13
801,忽起,13
7972,再作,13
2693,一人出,13
310,幽州,13
16783,三江,13
2054,统领,13
342,素有,13
2866,往见,13
6328,猛将,13
20942,病危,13
6878,努力,13
7423,结好,13
2046,不行,13
4623,放火烧,13
12322,依次,13
7703,玄德入,13
6312,不意,13
4017,矢石如雨,13
10900,吊丧,13
18947,襄平,13
18042,山险,13
6634,左手,13
4768,数合,13
5398,荆襄之,13
24732,紧要,13
43720,孙皓,13
7190,侍郎,13
18469,截断,13
20474,兵书,13
35463,诸葛丞相,13
5011,为辅,13
30665,左慈,13
1191,表奏,13
19434,单福,13
3416,逃窜,13
19838,其父,13
7637,鞍马,13
4241,老幼,13
997,簇拥,13
2932,辞别,13
21308,依计,13
11435,引数,13
5950,功德,13
18203,吕旷,13
5414,三子,13
10314,金疮,13
14744,日夜,13
43559,司马望,13
3046,拿下,13
1013,大书,13
15444,退回,13
9215,居于,13
4074,分两路,13
6596,吉凶,13
3575,策马,13
3341,侍立,13
6055,勒住,13
15108,丰曰,13
16307,据守,13
8493,出其不意,13
5737,手足,13
9794,公大怒,13
10171,出寨,13
3566,贤侄,13
3461,便当,13
9123,之贼,13
42685,徐质,13
199,此书,13
17564,跣足,13
8290,为重,13
643,扬鞭,13
5065,逢纪,13
10747,主意,13
8692,剿除,13
9347,臣愿,13
16546,前有,13
18582,不平,13
29672,监军,13
10230,闪过,13
3912,水关,13
10984,不来,13
11764,城边,13
4281,身披,13
5850,江山,13
1012,旗上,13
3039,高叫,13
4032,自乱,13
4369,古人,13
12359,答话,13
12037,不悦,13
9303,自出,13
13080,心疑,13
12451,小心,13
334,行到,13
9877,何足,12
2136,足矣,12
11137,各寨,12
2310,起火,12
3978,关前,12
7770,掎角之势,12
13745,侍婢,12
3977,四将,12
387,五丈,12
447,恰才,12
15554,烦恼,12
7768,曹营,12
38028,驸马,12
7585,管亥,12
32066,魏人,12
5350,今观,12
11767,云梯,12
7003,观其,12
5347,垂泪,12
10436,水陆并进,12
25410,乃问,12
7757,远远,12
24535,地势,12
38754,司马懿引,12
4267,八路,12
12487,忧闷,12
22936,西城,12
2299,上车,12
17369,汝安敢,12
5530,杀得,12
7384,遇害,12
16941,苦谏,12
9901,而亡,12
4288,弓箭,12
4182,出帐,12
7012,并州,12
11118,急切,12
42926,文鸯,12
7671,拈弓,12
5609,震天,12
211,自称,12
259,黄旗,12
15371,厚恩,12
11724,之义,12
25359,道荣,12
1358,今见,12
5218,羌人,12
2574,一言,12
6710,自知,12
3166,退守,12
7339,乱军,12
12104,之气,12
15347,急急,12
21179,孔明叹,12
21055,艨艟,12
42922,文钦,12
14805,真心,12
9919,撤兵,12
11694,官吏,12
13257,刘氏,12
36151,蛮方,12
34742,傅彤,12
11152,急唤,12
5943,天晚,12
6933,不杀,12
5330,差人往,12
22721,孔明亦,12
928,大杀,12
5875,之才,12
5039,随军,12
19864,其主,12
3394,说话,12
4251,五十里,12
1114,伏于山,12
3402,人往,12
2368,高声,12
16327,上船,12
13092,拆开,12
6172,欲取,12
6863,李蒙,12
6520,二心,12
18879,深知,12
6139,怏怏,12
100,四年,12
10545,可用,12
22509,孔明视,12
11883,后队,12
11442,何谓,12
8536,林木,12
14750,医治,12
12243,付与,12
5834,无计可施,12
24686,却令,12
18818,拒住,12
4220,何计,12
2353,寻觅,12
2431,当今,12
16451,歇息,12
8298,一身,12
15795,龚都,12
4397,敢当,12
3370,献上,12
39023,周鲂,12
2637,圣人,12
1019,杀败,12
3099,困于,12
14755,吉平,12
11874,何期,12
3388,加鞭,12
4828,内有,12
150,十常侍,12
10226,战且,12
10870,一年,12
18054,有误,12
12703,跪于,12
8805,等闲,12
712,鸣金,12
3510,弟兄,12
5550,将星,12
615,来见,12
8870,昏绝,12
8874,平日,12
12207,昨夜,12
8914,吕布之,12
18749,焦触,12
3784,一万五千,12
38520,雅丹,12
9710,点头,12
12341,归顺,12
15177,寨外,12
15947,数次,12
7108,此来,12
4477,问时,12
37867,司马懿见,12
25582,威风,12
32146,曹彰,12
39445,郝昭,12
4729,擒住,12
3444,乃曰,12
1058,怠慢,12
6503,不疑,12
2476,淳于琼,12
764,留在,12
10173,参拜,12
1107,连忙,12
8649,玄德再,12
22392,顾雍,12
135,叹息,12
807,惊慌,12
603,青龙,12
3079,入朝,12
2699,拱手,12
6368,但恐,12
6381,变色,12
6267,怀疑,12
665,一惊,12
10029,精壮,12
302,卢植,12
5657,乘此,12
2010,其母,12
10035,吕范,12
7265,大旗,12
25130,牛金,12
2328,遥见,12
7937,寿春,12
1246,围定,12
11049,张绣,12
20737,孔明见,12
12519,何惧哉,12
15306,复出,12
1430,赏赐,12
34133,申仪,12
763,来意,12
892,之名,12
2021,托病,12
7894,设计,12
6846,声响,12
7893,三处,12
11642,艰难,12
13211,嗟叹,12
15598,径出,12
2061,旧臣,12
2980,今有,12
6976,祭祀,12
11626,将领,12
11037,问计,12
11944,拜服,12
2599,丁原,12
2603,佩剑,12
9484,远近,12
11625,各营,12
6674,尽行,12
28485,高沛,12
15638,早已,12
4138,骁将,12
23880,黄公覆,12
38179,杨陵,12
1915,听信,12
6623,推车,12
8109,人困马乏,12
10322,皆惊,12
5059,折兵,12
9322,未曾,12
8171,容某,12
3614,不义,12
1904,传旨,12
4027,打破,12
17444,地道,12
654,手起,12
20805,吴人,12
4209,转出,12
1163,走入,12
3312,屈身,12
9967,天时,12
8187,操急,12
14553,奇才,12
10661,韩胤,12
1330,此贼,12
2466,一匹,12
32636,降魏,12
20337,隐者,12
5008,蒯越,12
5661,可得,12
8191,城来,12
6606,两头,12
24473,相顾,12
19346,带来,12
15052,伏后,12
21408,岂不知,12
22332,鲁子敬,11
33288,上庸,11
7015,人入,11
5476,三面,11
19453,守门,11
7292,四十余,11
11915,不复,11
7077,紧守,11
7170,降兵,11
2289,齐出,11
7038,情愿,11
6930,杀害,11
2281,报效,11
17132,父兄,11
32302,申耽,11
2827,大名,11
20801,朱桓,11
7030,以拒,11
3025,之望,11
12062,书中,11
11886,果有,11
5438,一方,11
7379,进言,11
17203,巴丘,11
3913,挑战,11
7055,长枪,11
3744,第三,11
355,中山,11
28514,周善,11
31868,今魏,11
8996,外应,11
1576,此等,11
1575,玄德惊,11
1566,玄德正,11
15943,伺候,11
4520,迁都,11
15909,明白,11
2694,同乡,11
4493,抱头鼠窜,11
9151,天气,11
114,七月,11
3574,不顾,11
13319,犬马之劳,11
4416,流血,11
18804,而降,11
9210,暂歇,11
21318,孔明谓,11
1483,回答,11
9252,地面,11
21846,镇南,11
323,我兵,11
11264,早到,11
11285,允诺,11
15706,汉寿,11
10192,诱敌,11
14242,十月,11
12600,一招,11
12230,曹仁引,11
13434,良谋,11
6149,问安,11
21219,新亡,11
4732,步军,11
2257,甲士,11
14283,本阵,11
12993,何地,11
330,出榜,11
1618,在家,11
11351,可行,11
26691,收川,11
598,便命,11
3474,为国,11
3477,天意,11
14345,捉住,11
2928,可定,11
4658,疲困,11
13351,以鞭,11
2789,惶恐,11
4364,面上,11
1447,理会,11
3812,扶汉室,11
26183,自思,11
2743,虎威,11
4246,把住,11
17737,调拨,11
10936,回至,11
36632,孔明唤,11
17979,调用,11
1263,海内,11
4213,更待何时,11
15302,誓同生死,11
1255,公何,11
9863,家眷,11
4125,细说,11
4191,马到,11
1211,余党,11
9880,安在,11
11009,智谋,11
5922,赴宴,11
5934,下车,11
18905,涕泣,11
31139,王基,11
9917,此信,11
4159,献于,11
9698,乃引,11
5882,侍妾,11
28490,川口,11
11135,预先,11
28756,涪关,11
28486,萌关,11
4334,正议间,11
669,两段,11
10901,何出,11
9518,太白,11
4300,一戟,11
1388,奔逃,11
21146,柴桑,11
10919,彼若,11
23568,军令状,11
24045,深信,11
14486,有余,11
17986,现今,11
4270,先到,11
73,四月,11
5879,之德,11
2735,之职,11
9657,归于,11
12895,只道,11
1334,东西,11
6304,来此,11
155,朝政,11
12608,人来,11
6519,岂敢,11
6684,数十万,11
2031,机谋,11
3197,男女,11
40305,卤城,11
5238,绍军,11
2024,流言,11
45237,司马炎,11
4015,直杀,11
10384,丧胆,11
2003,举哀,11
2002,家人,11
3843,兵符,11
16615,兄弟二人,11
16881,无备,11
18418,灯火,11
3184,扯住,11
16897,神仙,11
7664,数人,11
20047,大贤,11
7592,粮米,11
5660,一鼓,11
7828,向者,11
2582,懦弱,11
5198,欠身,11
7660,开处,11
7702,溃散,11
475,便唤,11
16758,烧毁,11
15,依旧,11
15003,威震,11
4013,咽喉,11
2088,得志,11
16822,西山,11
22241,旱路,11
22242,水路,11
7779,打话,11
13495,三十万,11
7804,申奏,11
33387,恢复,11
349,双手,11
8025,郝萌,11
11510,作书,11
12578,征伐,11
18117,远征,11
6643,帝王,11
5288,临阵,11
8275,两番,11
11501,高见,11
5692,愈加,11
8325,黄河,11
6109,长大,11
13131,王子服,11
3968,手起刀落,11
834,曹嵩,11
6796,鼠辈,11
6562,欢喜,11
3390,适来,11
556,三百余,11
26777,拆视,11
13700,免死,11
4798,仰观,11
8241,将计就计,11
5209,不期,11
11795,声势,11
11565,连年,11
10341,芦苇,11
15040,后宫,11
174,碧眼,11
13047,看毕,11
8127,操寨,11
8078,骤雨,11
933,金鼓,11
16511,汝若,11
7503,别驾,11
6093,打听,11
3310,有何高见,11
10352,请降,11
25140,吴军,10
6788,女婿,10
6253,徐图,10
2738,渡水,10
36414,关索,10
6065,一事,10
6785,十余万,10
12080,张辽,10
6768,逃生,10
5587,山林,10
36314,密计,10
6757,隆中,10
13768,玄德便,10
6256,闻将军,10
12020,乃为,10
19507,宾主,10
2513,保驾,10
27462,依令,10
5974,放下,10
13693,犹豫,10
17465,进退,10
27482,土城,10
37445,乌戈国,10
43806,师纂,10
6429,密室,10
2824,此是,10
6879,为念,10
2691,三十余里,10
5956,自古,10
2613,所言,10
338,读书,10
6402,痛恨,10
17279,孙将军,10
6076,一见,10
18027,退后,10
21714,船筏,10
18017,条路,10
5581,黄昏时分,10
13599,铁笼,10
2717,黄金,10
2888,军事,10
25181,守护,10
268,调兵,10
6699,惊骇,10
6702,汝为,10
22357,纳降,10
19665,故以,10
22670,孔明只,10
28587,孔明引,10
590,金银,10
22121,孺子,10
16360,古城,10
14225,何足道哉,10
10038,范曰,10
1777,皇子,10
4117,冷笑,10
23208,周公瑾,10
4119,公孙,10
777,汝可引,10
30527,大赏,10
3408,狱卒,10
12588,责骂,10
16303,仇人,10
3455,闻丞相,10
3412,紧急,10
16300,延曰,10
15266,一座,10
33771,金城,10
11436,先于,10
1728,报捷,10
4733,救起,10
4731,砍死,10
35466,图本,10
20792,阚泽,10
13424,刘季玉,10
15248,逃回,10
21808,忽哨,10
1821,挺身,10
20898,可差,10
41466,诸葛瞻,10
18416,出降,10
12523,酒色,10
22209,白袍,10
8044,之西,10
16562,惊讶,10
9675,一书,10
41803,胡遵,10
23114,各守,10
11581,诸郡,10
18942,公孙康,10
5024,舞刀,10
8149,三队,10
1902,何太后,10
5018,汉臣,10
1890,知事,10
4988,名士,10
11538,操命,10
8256,四起,10
10056,今且,10
4914,何来,10
8299,当此,10
28436,士马,10
10929,犹豫未决,10
15321,必死,10
2028,大祸,10
1303,暂退,10
15802,疾病,10
39439,陈仓城,10
11094,移于,10
44341,诸葛绪,10
4366,玄德急,10
9308,血流,10
14431,十倍,10
9742,二者,10
24931,山口,10
1429,重加,10
3622,寻见,10
11096,中军帐,10
20237,茅庐,10
9491,众心,10
15588,山前,10
18854,崎岖,10
9707,自相,10
18855,问于,10
9581,倾心,10
68,所害,10
72,二年,10
23593,二十只,10
4261,今可,10
698,救军,10
15428,操引,10
4426,杀气,10
9185,哭声,10
9181,渡过,10
25576,韩玄,10
15372,云长之,10
8758,伏皇后,10
16142,韩福,10
23290,省悟,10
1205,刺杀,10
16103,胡班,10
20653,赐教,10
42408,维大惊,10
3723,弑君,10
4612,如有,10
3711,乃聚,10
8955,自立,10
1253,招降,10
9031,奸细,10
35928,王孟获,10
4496,新败,10
15413,宽心,10
4486,无道,10
15892,功名,10
26492,红心,10
4470,无言,10
1280,铁桶,10
7906,正好,10
10167,绰枪,10
9670,诏命,10
5252,射住,10
28412,邓贤,10
849,操有,10
7392,复来,10
965,未能,10
15039,五月,10
5304,过桥,10
249,金帛,10
15124,疏虞,10
992,以救,10
2418,惊觉,10
11806,夜间,10
7419,身穿,10
7049,西凉军,10
7443,前言,10
17201,遗命,10
5269,引着,10
13539,朱灵,10
11788,鹿角,10
40646,上方,10
996,造次,10
16898,鹤氅,10
33286,麦城,10
16997,午时,10
7371,说客,10
7138,惊惧,10
918,莫敢,10
240,家中,10
12347,自恃,10
19430,虎将,10
7228,素知,10
27885,五分,10
7257,两枝,10
418,慨然,10
27162,陈群,10
17156,安葬,10
11911,有事,10
3075,改元,10
7281,谋臣,10
3859,同盟,10
40254,第一百,10
22279,北军,10
3073,时年,10
5362,遗书,10
5354,而别,10
948,复回,10
3185,下楼,10
16865,箭头,10
10259,敌手,10
503,玄德遂,10
7723,便来,10
7730,先回,10
3237,世间,10
7763,无粮,10
11961,公有,10
20520,葫芦,10
2076,计大妙,10
4068,头上,10
23054,孤意,10
4076,只望,10
3221,气力,10
20045,诸葛孔明,10
7832,被害,10
17231,权问,10
7838,看书,10
2042,密报,10
34690,御驾亲征,10
17238,韬略,10
16676,之恨,10
7850,操从,10
1003,二日,10
3879,两行,10
7640,轻出,10
5489,侵犯,10
14781,即唤,10
21484,张允,10
13044,提起,10
21186,孔明回,10
2155,其罪,10
16779,征进,10
7005,举动,10
11757,水势,10
6994,三次,10
5214,羽翼,10
7651,某当,10
2135,狱吏,10
2183,其略,10
31358,韦晃,10
2129,不当,10
12460,何能,10
7577,先遣,10
2168,牛辅,10
21683,祝融,9
64,弄权,9
3922,守关,9
3895,有罪,9
67,反为,9
3957,头功,9
4081,树林,9
5890,故令,9
19013,胸中,9
27706,陇上,9
21885,孔明先,9
4092,杀至,9
4055,止有,9
4104,之手,9
13002,五年,9
13143,慌乱,9
24752,高山,9
24758,刀手,9
31060,管辂,9
4112,不语,9
3828,袁本初,9
13644,吐血,9
4124,功劳,9
3753,张邈,9
2842,若能,9
3732,华夏,9
19123,蔡氏,9
13065,仔细,9
12907,洪福,9
44582,江油,9
3705,尽出,9
3966,急待,9
34958,出班奏,9
4234,里应外合,9
5897,一家,9
12273,关内,9
4156,人大,9
5549,观天象,9
5880,不绝,9
3206,焚烧,9
18154,报丧,9
36410,董厥,9
5614,马向前,9
5182,受降,9
13498,不息,9
40036,渭滨,9
5163,桥边,9
2985,乃命,9
20881,徐氏,9
5151,口称,9
5135,许攸,9
12515,之水,9
18411,降操,9
18430,可取,9
5084,其地,9
3287,难保,9
5079,取事,9
13472,压惊,9
5044,交兵,9
5227,步兵,9
12331,一城,9
3360,恰待,9
12456,切宜,9
3050,至死,9
3030,称臣,9
5490,境界,9
5442,重兵,9
18242,离间,9
5417,四子,9
5570,林中,9
12366,今何,9
228,称为,9
5368,公可速,9
5352,公且,9
21756,同去,9
21060,水面,9
5307,五里,9
3155,无谋,9
5305,落水,9
12416,不决,9
29589,赵昂,9
5260,正撞,9
12575,射入,9
3368,持刀,9
3663,山阳,9
2918,争锋,9
4562,陇右,9
4539,望丞相,9
3557,急出,9
5814,万死不辞,9
40713,二寸,9
4479,坚曰,9
19559,伏龙,9
18780,乌桓,9
101,二月,9
18009,马军,9
4425,震动,9
12284,执迷,9
13310,衣带诏,9
93,大雨,9
3625,前事,9
24693,守寨,9
24897,操心,9
18860,远涉,9
12864,以示,9
4568,月余,9
4615,催督,9
4820,日久,9
5800,实告,9
157,天下人,9
3403,无疑,9
12305,亲统,9
5722,堆积,9
5723,其数,9
4794,祭毕,9
2939,所见,9
12593,睡着,9
3420,可知,9
12609,绳索,9
12627,足智多谋,9
4712,残兵,9
3450,把关,9
13397,世之,9
3476,今事,9
13388,宇宙,9
13373,遥指,9
12699,惧色,9
24667,万夫不当之勇,9
17879,相争,9
13093,手书,9
31976,张著,9
9560,择日,9
38347,伯约,9
7635,重待,9
9538,幸勿,9
31334,西蜀,9
12017,北征,9
11143,杂在,9
43260,邓忠,9
11998,法度,9
686,赏劳,9
15533,深感,9
6864,王方,9
9631,銮驾,9
24464,想起,9
11120,偏将,9
21109,哭告,9
36253,龙舟,9
9873,安抚,9
15674,闻玄德,9
25549,金旋,9
11386,李丰,9
7006,官员,9
13839,明主,9
23507,阻当,9
17221,高明,9
23238,召入,9
7609,太史,9
9445,因问,9
7591,不留,9
7601,不识,9
13821,我心,9
32583,王甫,9
43239,子邓忠,9
9643,尚书令,9
6854,报来,9
24052,庞士元,9
26756,全功,9
15421,敬服,9
9799,只教,9
2589,筵前,9
6705,伏罪,9
2593,何得,9
6696,士民,9
2110,之见,9
9647,祭酒,9
26763,仰天长叹,9
21470,病重,9
16757,无恨,9
8450,连人,9
1788,董太后,9
562,可乘,9
6724,恐失,9
1275,之志,9
8499,回城,9
16302,家兄,9
43307,充曰,9
17354,告免,9
25393,回本,9
2570,数巡,9
6764,大赦天下,9
8506,合后,9
1291,可即,9
23618,大雾,9
9754,失事,9
16301,公今,9
12067,用心,9
9682,拜受,9
9660,既定,9
7011,同领,9
9330,宣召,9
1455,亲随,9
7452,计将安出,9
14383,陈说,9
7421,于门,9
7437,自缚,9
8696,操引兵,9
7444,府君,9
16949,加害,9
7246,勇力,9
15908,君子,9
25357,刘贤,9
38400,于祁山,9
14396,当面,9
